"","Clusterring_methods","ARI","Time","Homogeneity"
"1","RaceID3",0.813134893615387,122.011308908463,0.771621012107578
"2","Monocle2",0.398032251746085,26.8406629562378,0.589962868425955
"3","SIMLR",0.430308398391386,4328.53590011597,0.574453466746738
"4","Seurat",0.454303159273624,15.0164470672607,0.662224871373991
"5","SC3",0.491665347912288,884.817254066467,0.659684617523003
"6","CIDR",0.466376648365086,67.1099359989166,0.502205608422239
